         930
       10003       70005   2.5912168     -1.91969017E-03           1
       10003       80006   1.1965864     -1.39720005E-03           1
       10003       90007  0.65705603     -1.96957309E-03           1
       10003      100008  0.40136793     -2.98700947E-03           1
       10003      110009  0.26370010     -4.38854611E-03           1
       10003      120010  0.18285210     -5.43118501E-03           1
       10003      130011  0.13198467     -5.49763674E-03           1
       10003      140012  9.83433276E-02 -3.33044515E-03           1
       10003      150013  7.48689920E-02  7.85482768E-03           1
       10003      160014  5.78360148E-02  3.21155563E-02           1
       10003      170015  4.48128060E-02  8.06072876E-02           1
       10003      180016  3.75788063E-02  7.92027265E-03           1
       10003      190017  3.73101011E-02 -0.28960183               1
       10003      200018  3.22348177E-02 -0.33787081               1
       10003      210019  2.24447586E-02 -4.98528220E-02           1
       10003      220020  1.74609851E-02  0.11019631               1
       10003      230021  1.50887109E-02  9.25022513E-02           1
       10003      240022  1.31515004E-02  7.10967258E-02           1
       10003      250023  1.15619339E-02  4.79474738E-02           1
       10003      260024  1.01729799E-02  3.39294970E-02           1
       10003      270025  8.99726991E-03  2.26966683E-02           1
       10003      280026  7.98137020E-03  1.50038870E-02           1
       10003      290027  7.11175986E-03  9.21815075E-03           1
       10003      300028  6.35982165E-03  5.69544034E-03           1
       10003      310029  5.70898782E-03  3.34524782E-03           1
       10003      320030  5.14420029E-03  2.36862083E-03           1
       10003      330031  4.65019187E-03  2.21834308E-03           1
       10003      340032  4.21658531E-03  8.14333092E-04           1
       10003      350033  3.83809023E-03 -3.24928644E-03           1
       10003      360034  3.51581885E-03 -2.25133952E-02           1
       20004       80006   2.5886323      3.85872321E-03           1
       20004       90007   1.1957668      7.24425120E-03           1
       20004      100008  0.65684164      9.33274347E-03           1
       20004      110009  0.40121472      1.02904346E-02           1
       20004      120010  0.26372457      1.10685909E-02           1
       20004      130011  0.18275028      1.22048398E-02           1
       20004      140012  0.13187696      1.50964521E-02           1
       20004      150013  9.78687406E-02  2.64185835E-02           1
       20004      160014  7.40240663E-02  5.10258898E-02           1
       20004      170015  5.63171059E-02  0.10085709               1
       20004      180016  4.64018919E-02  3.29024978E-02           1
       20004      190017  4.54220213E-02 -0.26278019               1
       20004      200018  3.88718881E-02 -0.31315559               1
       20004      210019  2.68018600E-02 -2.52976026E-02           1
       20004      220020  2.06383802E-02  0.13733402               1
       20004      230021  1.76776499E-02  0.12146860               1
       20004      240022  1.52902324E-02  0.10132023               1
       20004      250023  1.33520495E-02  7.90394098E-02           1
       20004      260024  1.16773145E-02  6.57950789E-02           1
       20004      270025  1.02717057E-02  5.52832223E-02           1
       20004      280026  9.06700175E-03  4.83052805E-02           1
       20004      290027  8.04282166E-03  4.32293341E-02           1
       20004      300028  7.16288807E-03  4.04290147E-02           1
       20004      310029  6.40561618E-03  3.88094001E-02           1
       20004      320030  5.75187011E-03  3.85758728E-02           1
       20004      330031  5.18284086E-03  3.91818769E-02           1
       20004      340032  4.68563288E-03  3.85503732E-02           1
       20004      350033  4.25331015E-03  3.52592431E-02           1
       20004      360034  3.88624333E-03  1.67552158E-02           1
       30005       90007   2.5887966      1.70581148E-03           1
       30005      100008   1.1961565      5.48824528E-03           1
       30005      110009  0.65687597      7.81556498E-03           1
       30005      120010  0.40131459      9.64336004E-03           1
       30005      130011  0.26356864      1.12615507E-02           1
