         629
       10004      140017  0.2822814               1
       10004      270030  6.8213507E-03           1
       10004      150018  0.2690203               1
       10004      160019  0.2293517               1
       10004      290032  7.5311814E-03           1
       10004      170020  0.1761174               1
       10004      300033  7.8191189E-03           1
       10004      180021  0.1188461               1
       10004      310034  7.9580881E-03           1
       10004      440047  3.9180219E-03           1
       10004      190022  6.5196224E-02           1
       10004      320035  7.9359887E-03           1
       10004      450048  3.9793085E-03           1
       10004      100007   1.743311               1
       10004      460049  3.9821225E-03           1
       10004      110008   1.029168               1
       10004      240021  1.4448407E-02           1
       10004      340037  7.5281686E-03           1
       10004      120009  0.6645820               1
       10004      250022  3.6260426E-02           1
       10004      350038  7.1378159E-03           1
       10004      480051  3.7890088E-03           1
       10004      130010  0.4520115               1
       10004      260023  4.7844931E-02           1
       10004      360039  6.6129337E-03           1
       20005      140017  0.2573746               1
       20005      270030  7.0386510E-03           1
       20005      150018  0.2725469               1
       20005      280031  7.4659013E-03           1
       20005      160019  0.2594522               1
       20005      290032  7.8949826E-03           1
       20005      170020  0.2233812               1
       20005      300033  8.2673943E-03           1
       20005      180021  0.1718985               1
       20005      310034  8.4868465E-03           1
       20005      440047  4.2279544E-03           1
       20005      190022  0.1140928               1
       20005      320035  8.5362867E-03           1
       20005      450048  4.3157577E-03           1
       20005      200023  5.8527086E-02           1
       20005      330036  8.4519256E-03           1
       20005      460049  4.3406985E-03           1
       20005      110008   1.780906               1
       20005      120009   1.049835               1
       20005      250022  2.0403698E-02           1
       20005      350038  7.8877164E-03           1
       20005      130010  0.6712102               1
       20005      260023  4.0515300E-02           1
       20005      360039  7.3760897E-03           1
       30006      140017  0.2074300               1
       30006      270030  7.0839198E-03           1
       30006      150018  0.2457513               1
       30006      280031  7.5796647E-03           1
       30006      160019  0.2621190               1
       30006      290032  8.0938721E-03           1
       30006      170020  0.2528069               1
       30006      300033  8.5614640E-03           1
       30006      180021  0.2195379               1
       30006      310034  8.8774450E-03           1
       30006      440047  4.5013553E-03           1
       30006      190022  0.1684727               1
       30006      320035  9.0192566E-03           1
       30006      450048  4.6232948E-03           1
       30006      200023  0.1097812               1
       30006      330036  9.0230154E-03           1
       30006      460049  4.6789534E-03           1
       30006      210024  5.3845674E-02           1
       30006      340037  8.8945907E-03           1
       30006      120009   1.818288               1
       30006      350038  8.6061498E-03           1
       30006      480051  4.5530591E-03           1
       30006      130010   1.059256               1
       30006      260023  2.2393784E-02           1
       30006      360039  8.1393663E-03           1
       40007      140017  0.1464930               1
       40007      270030  7.0585865E-03           1
       40007      150018  0.1974125               1
       40007      280031  7.6253456E-03           1
       40007      160019  0.2378301               1
       40007      290032  8.2309702E-03           1
       40007      170020  0.2575940               1
       40007      300033  8.8033443E-03           1
       40007      430046  4.5499373E-03           1
       40007      180021  0.2516928               1
