930
10003	70005 
10003	80006 
10003	90007 
10003	100008 
10003	110009 
10003	120010 
10003	130011 
10003	140012 
10003	150013 
10003	160014 
10003	170015 
10003	180016 
10003	190017 
10003	200018 
10003	210019 
10003	220020 
10003	230021 
10003	240022 
10003	250023 
10003	260024 
10003	270025 
10003	280026 
10003	290027 
10003	300028 
10003	310029 
10003	320030 
10003	330031 
10003	340032 
10003	350033 
10003	360034 
20004	80006 
20004	90007 
20004	100008 
20004	110009 
20004	120010 
20004	130011 
20004	140012 
20004	150013 
20004	160014 
20004	170015 
20004	180016 
20004	190017 
20004	200018 
20004	210019 
20004	220020 
20004	230021 
20004	240022 
20004	250023 
20004	260024 
20004	270025 
20004	280026 
20004	290027 
20004	300028 
20004	310029 
20004	320030 
20004	330031 
20004	340032 
20004	350033 
20004	360034 
30005	90007 
30005	100008 
30005	110009 
30005	120010 
30005	130011 
30005	140012 
30005	150013 
30005	160014 
30005	170015 
30005	180016 
30005	190017 
30005	200018 
30005	210019 
30005	220020 
30005	230021 
30005	240022 
30005	250023 
30005	260024 
30005	270025 
30005	280026 
30005	290027 
30005	300028 
30005	310029 
30005	320030 
30005	330031 
30005	340032 
30005	350033 
30005	360034 
40006	100008 
40006	110009 
40006	120010 
40006	130011 
40006	140012 
40006	150013 
40006	160014 
40006	170015 
40006	180016 
40006	190017 
40006	200018 
40006	210019 
40006	220020 
40006	230021 
40006	240022 
40006	250023 
40006	260024 
40006	270025 
40006	280026 
40006	290027 
40006	300028 
40006	310029 
40006	320030 
40006	330031 
40006	340032 
40006	350033 
40006	360034 
50007	30001 
50007	110009 
50007	120010 
50007	130011 
50007	140012 
50007	150013 
50007	160014 
50007	170015 
50007	180016 
50007	190017 
50007	200018 
50007	210019 
50007	220020 
50007	230021 
50007	240022 
50007	250023 
50007	260024 
50007	270025 
50007	280026 
50007	290027 
50007	300028 
50007	310029 
50007	320030 
50007	330031 
50007	340032 
50007	350033 
50007	360034 
60008	30001 
60008	40002 
60008	120010 
60008	130011 
60008	140012 
60008	150013 
60008	160014 
60008	170015 
60008	180016 
60008	190017 
60008	200018 
60008	210019 
60008	220020 
60008	230021 
60008	240022 
60008	250023 
60008	260024 
60008	270025 
60008	280026 
60008	290027 
60008	300028 
60008	310029 
60008	320030 
60008	330031 
60008	340032 
60008	350033 
60008	360034 
70009	30001 
70009	40002 
70009	50003 
70009	130011 
70009	140012 
70009	150013 
70009	160014 
70009	170015 
70009	180016 
70009	190017 
70009	200018 
70009	210019 
70009	220020 
70009	230021 
70009	240022 
70009	250023 
70009	260024 
